,tpm
RN7SKP6,0
RN7SKP60,0
RN7SKP61,0
RN7SKP62,5.18064e-05
RN7SKP63,0
RN7SKP64,0
RN7SKP65,0
RN7SKP66,0
RN7SKP67,0
RN7SKP68,0
RN7SKP69,0
RN7SKP7,0.0230825
RN7SKP70,11.5079
RN7SKP71,0.122888
RN7SKP72,0
RN7SKP73,0.134642
RN7SKP74,1.44425
RN7SKP75,0
RN7SKP76,0
RN7SKP77,0
RN7SKP78,0.113808
RN7SKP79,0.790866
RN7SKP8,0
RN7SKP80,1.66729
RN7SKP81,0
RN7SKP82,0
RN7SKP83,0
RN7SKP85,0
RN7SKP86,0
RN7SKP87,0
RN7SKP88,0.18649
RN7SKP89,0
RN7SKP9,0
RN7SKP90,0
RN7SKP91,0
RN7SKP92,0
RN7SKP93,0
RN7SKP94,0
RN7SKP95,0.887656
RN7SKP96,0
RN7SKP97,0
RN7SKP98,0
RN7SKP99,0
RN7SL1,213.5
RN7SL100P,0.935833
RN7SL101P,0
RN7SL104P,0
RN7SL105P,0.993694
RN7SL106P,0
RN7SL107P,0
RN7SL108P,0.157269
RN7SL110P,1.2272
RN7SL111P,0.282699
RN7SL113P,2.89068
RN7SL116P,0
RN7SL117P,0
RN7SL118P,0.394781
RN7SL11P,0
RN7SL120P,0
RN7SL121P,1.44328
RN7SL122P,0.539535
RN7SL123P,2.03946
RN7SL124P,0
RN7SL125P,0.0537285
RN7SL126P,0.575948
RN7SL127P,0.12891
RN7SL128P,1.96671
RN7SL12P,0.273059
RN7SL130P,3.53992
RN7SL131P,1.46537
RN7SL132P,3.4655
RN7SL134P,0.181727
RN7SL135P,0.446369
RN7SL138P,0
RN7SL140P,0.450391
RN7SL141P,0
RN7SL143P,1.5548
RN7SL144P,0.347848
RN7SL145P,4.24179
RN7SL146P,1.17118
RN7SL147P,1.01337
RN7SL148P,0
RN7SL149P,2.0376
RN7SL14P,0.258403
RN7SL150P,0
RN7SL151P,2.31594
RN7SL152P,0
RN7SL153P,0.673211
RN7SL154P,0.618145
RN7SL155P,0.921611
RN7SL156P,0.774988
RN7SL159P,0.134642
RN7SL15P,0.633472
RN7SL160P,0.28489
RN7SL162P,0.404487
RN7SL163P,1.93386
RN7SL164P,0.750315
RN7SL165P,2.0336
RN7SL166P,0.586416
RN7SL167P,0.125803
RN7SL168P,0.443084
RN7SL169P,0
RN7SL16P,0.15948
RN7SL170P,0.132307
RN7SL172P,1.50317
RN7SL173P,0.54563
RN7SL174P,2.33731
RN7SL176P,0
RN7SL177P,0
RN7SL178P,0.497077
RN7SL180P,0.53703
RN7SL181P,2.54812
RN7SL182P,0.127533
RN7SL183P,0
RN7SL184P,0
RN7SL185P,0
RN7SL186P,0.237074
RN7SL187P,0.627927
RN7SL188P,0.14135
RN7SL189P,0.412466
RN7SL18P,2.5405
RN7SL190P,1.01129
RN7SL191P,0
RN7SL192P,1.4121
RN7SL193P,0
RN7SL196P,0
RN7SL197P,0
RN7SL198P,2.06801
RN7SL199P,0.560341
RN7SL19P,1.59223
RN7SL2,247.433
RN7SL200P,2.27928
RN7SL201P,0
RN7SL202P,1.24723
RN7SL203P,0.130963
RN7SL204P,2.40606
RN7SL205P,0.28489
RN7SL208P,0
RN7SL209P,0
RN7SL20P,0.260263
RN7SL210P,0
RN7SL211P,0.754764
RN7SL213P,0.126433
RN7SL214P,0.164832
RN7SL215P,0
RN7SL216P,1.80882
RN7SL217P,0.140393
RN7SL218P,0
RN7SL219P,0.150685
RN7SL220P,0.255066
RN7SL221P,0
RN7SL222P,0
RN7SL223P,0
RN7SL225P,1.03361
RN7SL228P,0
RN7SL229P,0.479055
RN7SL22P,0.617189
RN7SL230P,0.401889
RN7SL231P,0.305876
RN7SL233P,0.153907
RN7SL234P,1.06491
RN7SL236P,0.669658
RN7SL237P,0.280612
RN7SL238P,0
RN7SL239P,1.4267
RN7SL23P,0.913009
RN7SL240P,0.842359
RN7SL241P,0
RN7SL242P,0.260263
RN7SL244P,0
RN7SL246P,0.130963
RN7SL248P,0.200265
RN7SL250P,0
RN7SL251P,0.130132
RN7SL252P,0.130132
RN7SL253P,0.302838
RN7SL254P,0
RN7SL255P,0.357824
RN7SL258P,0
RN7SL259P,0.210695
RN7SL25P,4.73816
RN7SL260P,0.529429
RN7SL261P,0
RN7SL262P,0.283693
RN7SL263P,0.819178
RN7SL265P,0
RN7SL266P,0.687444
RN7SL267P,0.17035
RN7SL268P,3.11214
RN7SL269P,0.215533
RN7SL26P,0
RN7SL270P,0
RN7SL271P,0.131851
RN7SL272P,0
RN7SL273P,0.136381
RN7SL274P,1.254818
RN7SL275P,1.65606
RN7SL277P,0.415387
RN7SL278P,0.633246
RN7SL279P,0.922623
RN7SL280P,0.138462
RN7SL282P,0
RN7SL283P,0.125052
RN7SL284P,1.481364
RN7SL285P,1.82743
RN7SL286P,0
RN7SL288P,0.678991
RN7SL28P,0
RN7SL290P,0
RN7SL291P,4.95936
RN7SL292P,0.163381
RN7SL293P,0.727715
RN7SL294P,0.910412
RN7SL296P,0
RN7SL297P,0
RN7SL299P,0
RN7SL3,0.455843
RN7SL300P,0.573734
RN7SL301P,0.743878
RN7SL302P,1.1478
RN7SL303P,0
RN7SL304P,0.172467
RN7SL305P,0
RN7SL306P,0.130963
RN7SL307P,0.131851
RN7SL308P,0.71655
RN7SL309P,0
RN7SL30P,0.122682
RN7SL310P,0.291086
RN7SL311P,0
RN7SL313P,0
RN7SL314P,2.01963
RN7SL316P,0.305876
RN7SL317P,1.28292
RN7SL318P,0.00355236
RN7SL319P,0
RN7SL320P,0
RN7SL321P,1.66884
RN7SL322P,1.28372
RN7SL323P,0.263702
RN7SL325P,0.28699
RN7SL326P,1.31956
RN7SL327P,0
RN7SL328P,1.02026
RN7SL329P,0
RN7SL32P,3.03182
RN7SL330P,0.975524
RN7SL331P,0
RN7SL332P,0.980196
RN7SL333P,4.5524
RN7SL334P,0.738473
RN7SL335P,0
RN7SL336P,0.260263
RN7SL337P,1.6716
RN7SL338P,0.267743
RN7SL339P,2.89502
RN7SL33P,0.549503
RN7SL340P,1.70252
RN7SL341P,0.137778
RN7SL342P,0
RN7SL343P,0
RN7SL344P,0.42752
RN7SL346P,0.398361
RN7SL34P,0.632671
RN7SL350P,0
RN7SL351P,11.4002
RN7SL352P,0
RN7SL353P,0.33192
RN7SL354P,0.132787
RN7SL356P,1.63439
RN7SL357P,0.98665
RN7SL359P,0
RN7SL35P,0
RN7SL361P,0.775208
RN7SL362P,0
RN7SL363P,0
RN7SL364P,0.449681
RN7SL366P,0
RN7SL368P,0
RN7SL369P,0
RN7SL36P,0.154187
RN7SL370P,1.05481
RN7SL371P,1.7672
RN7SL372P,0
RN7SL375P,0.387604
RN7SL376P,0.675332
RN7SL377P,4.50406
RN7SL378P,0.13655
RN7SL379P,0
RN7SL37P,0.853583
RN7SL380P,2.90778
RN7SL381P,10.985
RN7SL382P,0.578095
RN7SL383P,0
RN7SL384P,0.129201
RN7SL385P,0
RN7SL386P,0.237074
RN7SL387P,1.18073
RN7SL388P,0.201824
RN7SL38P,0.705647
RN7SL390P,0.28489
RN7SL391P,0.173294
RN7SL392P,0.128372
RN7SL393P,0
RN7SL394P,0
RN7SL395P,0.895715
RN7SL396P,0
RN7SL397P,1.39468
RN7SL398P,3.86592
RN7SL399P,0.156008
RN7SL39P,0
RN7SL400P,0
RN7SL401P,0.276666
RN7SL402P,1.85445
RN7SL403P,3.30459
RN7SL404P,0
RN7SL405P,4.35075
RN7SL408P,0.671149
RN7SL40P,0.247875
RN7SL411P,0.420163
RN7SL413P,0.130132
RN7SL414P,0
RN7SL415P,0
RN7SL416P,0.136995
RN7SL417P,0
RN7SL418P,1.95265
RN7SL419P,0.139475
RN7SL41P,0.130132
RN7SL420P,0
RN7SL422P,0
RN7SL423P,0
RN7SL424P,1.88871
RN7SL426P,0.562355
RN7SL428P,0
RN7SL429P,0
RN7SL42P,0.132787
RN7SL430P,0
RN7SL431P,0.775468
RN7SL432P,0
RN7SL434P,0.951718
RN7SL435P,0.722619
RN7SL43P,0.570534
RN7SL440P,2.18489
RN7SL441P,3.14311
RN7SL442P,1.79939
RN7SL443P,0.273059
RN7SL444P,1.40502
RN7SL445P,0.545281
RN7SL446P,0
RN7SL447P,0
RN7SL448P,1.31851
RN7SL449P,0.280786
RN7SL44P,0.686264
RN7SL451P,0
RN7SL452P,0.406719
RN7SL453P,0.200265
RN7SL454P,0.985375
RN7SL455P,0.494303
RN7SL456P,0
RN7SL457P,0.494938
RN7SL459P,0
RN7SL45P,0.854598
RN7SL460P,0.73379
RN7SL461P,0.74303
RN7SL462P,0
RN7SL464P,0
RN7SL465P,2.22927
RN7SL466P,0
RN7SL468P,0.796722
RN7SL469P,0.02795
RN7SL470P,2.29221
RN7SL471P,0
RN7SL472P,1.21684
RN7SL473P,0.385117
RN7SL474P,3.30079
RN7SL475P,0
RN7SL477P,4.98096
RN7SL478P,0.619488
RN7SL479P,0.129883
RN7SL47P,0.770234
RN7SL480P,0
RN7SL481P,1.54047
RN7SL482P,0
RN7SL483P,0.498061
RN7SL484P,0
RN7SL487P,0.988202
RN7SL488P,1.40976
RN7SL489P,0
RN7SL48P,5.71763
RN7SL491P,0.488485
RN7SL492P,0
RN7SL493P,0
RN7SL494P,0.380105
RN7SL495P,0.013975
RN7SL496P,0.273059
RN7SL497P,0.126694
RN7SL498P,0.711964
RN7SL499P,1.12556
RN7SL49P,2.19642
RN7SL4P,1.45646
RN7SL502P,0.276725
RN7SL503P,0.285286
RN7SL504P,0.697375
RN7SL505P,2.94119
RN7SL507P,1.90276
RN7SL508P,0
RN7SL509P,1.04105
RN7SL50P,0
RN7SL510P,0.524694
RN7SL513P,0.258403
RN7SL515P,3.24559
RN7SL516P,0
RN7SL517P,0.59759
RN7SL518P,0
RN7SL519P,2.09763
RN7SL51P,0
RN7SL520P,0
RN7SL521P,2.60263
RN7SL523P,0
RN7SL524P,0.764784
RN7SL525P,2.09554
RN7SL526P,0.604749
RN7SL52P,0
RN7SL530P,0.136846
RN7SL531P,2.24174
RN7SL535P,5.23851
RN7SL536P,0
RN7SL538P,0.573632
RN7SL539P,0
RN7SL541P,1.29145
RN7SL542P,0.398361
RN7SL543P,0.387206
RN7SL544P,0.0712224
RN7SL545P,0
RN7SL546P,0.955708
RN7SL547P,0
RN7SL549P,0
RN7SL551P,0.258403
RN7SL552P,0
RN7SL553P,0
RN7SL554P,0
RN7SL555P,0.115598
RN7SL556P,1.90633
RN7SL557P,0.140393
RN7SL558P,0.47752
RN7SL559P,0.78079
RN7SL55P,0
RN7SL560P,3.3198
RN7SL561P,1.83975
RN7SL563P,0.546911
RN7SL564P,0
RN7SL565P,0
RN7SL566P,0.842627
RN7SL567P,0.125052
RN7SL568P,0
RN7SL569P,0.138462
RN7SL570P,0.134642
RN7SL571P,0.132156
RN7SL573P,0
RN7SL574P,1.27088
RN7SL575P,0.453151
RN7SL577P,0
RN7SL578P,0.655282
RN7SL57P,0
RN7SL580P,1.81318
RN7SL581P,0.120354
RN7SL582P,1.64749
RN7SL583P,0.296642
RN7SL584P,0
RN7SL585P,0
RN7SL586P,0.136689
RN7SL587P,0.582533
RN7SL589P,0.896504
RN7SL58P,0.788295
RN7SL591P,0.538569
RN7SL592P,2.92531
RN7SL594P,0.27895
RN7SL596P,1.19065
RN7SL597P,2.88086
RN7SL598P,0
RN7SL5P,0.144074
RN7SL600P,0.128372
RN7SL601P,0
RN7SL602P,2.08024
RN7SL604P,0.686314
RN7SL605P,0.424994
RN7SL606P,1.1023
RN7SL607P,0.641862
RN7SL608P,10.1382
RN7SL60P,37.4196
RN7SL610P,0.144651
RN7SL612P,0.695026
RN7SL614P,0.293208
RN7SL615P,0.959404
RN7SL616P,0
RN7SL617P,0.122668
RN7SL618P,1.84731
RN7SL619P,1.47458
RN7SL620P,0
RN7SL621P,0.133403
RN7SL622P,1.43891
RN7SL623P,0
RN7SL624P,0.165664
RN7SL625P,2.03055
RN7SL627P,0
RN7SL628P,0.02795
RN7SL629P,0
RN7SL62P,0.130132
RN7SL630P,0.650658
RN7SL632P,0
RN7SL633P,0
RN7SL634P,0.189662
RN7SL635P,0.13411
RN7SL636P,0.427109
RN7SL638P,0
RN7SL63P,0.124269
RN7SL640P,0
RN7SL643P,0
RN7SL644P,0.901624
RN7SL645P,0.328343
RN7SL646P,1.69171
RN7SL647P,0.128964
RN7SL648P,0.126694
RN7SL649P,0
RN7SL650P,2.32987
RN7SL652P,0.892731
RN7SL653P,0.13369
RN7SL654P,0.269284
RN7SL655P,3.09863
RN7SL656P,0.560341
RN7SL657P,0
RN7SL658P,0
RN7SL659P,0
RN7SL65P,0.115883
RN7SL660P,0.461791
RN7SL663P,2.82419
RN7SL664P,0
RN7SL665P,2.4122
RN7SL666P,0
RN7SL667P,3.80025
RN7SL668P,0
RN7SL66P,0.601849
RN7SL670P,0.798109
RN7SL672P,0
RN7SL673P,0.02795
RN7SL674P,1.29888
RN7SL675P,0
RN7SL677P,0
RN7SL678P,0.256745
RN7SL679P,0
RN7SL67P,0
RN7SL680P,0.128372
RN7SL681P,0
RN7SL683P,0.316335
RN7SL684P,0.265574
RN7SL685P,0.142461
RN7SL687P,0.14135
RN7SL688P,0
RN7SL689P,1.43145
RN7SL68P,0.601706
RN7SL690P,0
RN7SL691P,0
RN7SL692P,0.175603
RN7SL693P,1.51463
RN7SL697P,0.267267
RN7SL698P,0.128032
RN7SL69P,1.40234
RN7SL700P,0
RN7SL702P,0
RN7SL703P,0.629016
RN7SL704P,0.153477
RN7SL705P,0
RN7SL706P,0.134642
RN7SL708P,0.513489
RN7SL709P,0.255066
RN7SL70P,1.72189
RN7SL711P,0.821982
RN7SL712P,0.28245
RN7SL713P,0.315545
RN7SL714P,0.291883
RN7SL715P,0
RN7SL716P,0.648858
RN7SL717P,0.390395
RN7SL718P,2.42409
RN7SL719P,0.013975
RN7SL720P,0.869885
RN7SL722P,0
RN7SL724P,0
RN7SL725P,0
RN7SL726P,0.523055
RN7SL727P,0.130963
RN7SL728P,0.382599
RN7SL72P,0.23922
RN7SL731P,1.31761e-08
RN7SL732P,0.127533
RN7SL733P,0.133419
RN7SL734P,0.258403
RN7SL735P,0.167195
RN7SL736P,0.15948
RN7SL737P,3.51659
RN7SL738P,0.539107
RN7SL73P,2.29786
RN7SL740P,0.465253
RN7SL741P,0
RN7SL743P,0.259544
RN7SL744P,1.4367
RN7SL745P,0.513489
RN7SL748P,0.831813
RN7SL749P,0
RN7SL74P,0
RN7SL750P,0.825126
RN7SL751P,2.99134
RN7SL752P,2.48854
RN7SL753P,0.13653
RN7SL754P,0.660908
RN7SL756P,0
RN7SL757P,0
RN7SL759P,0
RN7SL75P,1.0188
RN7SL760P,0.949006
RN7SL761P,0
RN7SL762P,0.137489
RN7SL763P,0.0712224
RN7SL764P,1.12554
RN7SL766P,0
RN7SL767P,0.583672
RN7SL769P,0.132357
RN7SL76P,0.824932
RN7SL771P,0.838483
RN7SL774P,2.50929
RN7SL775P,0.0123284
RN7SL776P,0
RN7SL778P,1.60564
RN7SL77P,0.637745
RN7SL782P,0
RN7SL783P,0.506875
RN7SL784P,1.00116
RN7SL785P,7.53109
RN7SL786P,0.655976
RN7SL787P,0
RN7SL788P,0.345595
RN7SL789P,0.440816
RN7SL78P,0.727716
RN7SL790P,0.750211
RN7SL791P,0.263702
RN7SL792P,0.497881
RN7SL793P,0
RN7SL794P,0.293208
RN7SL795P,0.441187
RN7SL796P,0
RN7SL797P,0.309829
RN7SL798P,2.15381
RN7SL799P,0.419567
RN7SL79P,0
RN7SL7P,0.775945
RN7SL800P,0.586416
RN7SL801P,0
RN7SL802P,0.385117
RN7SL803P,0.243881
RN7SL804P,0.022634
RN7SL806P,0.31343
RN7SL807P,0.130132
RN7SL808P,0
RN7SL809P,3.51355
RN7SL810P,0.769088
RN7SL811P,0.28564
RN7SL812P,0.295389
RN7SL813P,0.341228
RN7SL814P,1.09386
RN7SL815P,1.84265
RN7SL817P,0.44077
RN7SL818P,0
RN7SL819P,2.43348
RN7SL81P,3.0663
RN7SL820P,4.5262
RN7SL822P,0.261926
RN7SL823P,0.939408
RN7SL824P,0.520526
RN7SL825P,0.563933
RN7SL826P,0.138462
RN7SL827P,1.3967
RN7SL828P,0.673207
RN7SL82P,0.013975
RN7SL831P,0.113093
RN7SL832P,0.455747
RN7SL833P,0.716559
RN7SL834P,8.56399
RN7SL835P,0.346135
RN7SL836P,0.523851
RN7SL837P,0.139475
RN7SL838P,0.527405
RN7SL83P,0
RN7SL840P,0.510313
RN7SL841P,0.41916
RN7SL842P,3.92879
RN7SL843P,0
RN7SL845P,1.35784
RN7SL846P,0.134642
RN7SL847P,1.63441
RN7SL849P,0
RN7SL850P,1.23076
RN7SL851P,0.50021
RN7SL853P,0
RN7SL854P,0.263702
RN7SL856P,0.397238
RN7SL860P,0
RN7SL861P,0.282699
RN7SL862P,0.433156
RN7SL863P,1.44059
RN7SL864P,0.14135
RN7SL865P,3.02475
RN7SL868P,0.155665
RN7SL869P,0
RN7SL870P,0
RN7SL87P,0
RN7SL88P,0.227763
RN7SL89P,0.28699
RN7SL8P,0.163381
RN7SL91P,0.149512
RN7SL93P,0
RN7SL96P,2.392
RN7SL97P,0.128372
RN7SL98P,0.255066
RNA5-8SN2,4907.469
RNA5-8SN4,701.067
RNA5-8SP2,0
RNA5-8SP4,0
RNA5-8SP5,0
RNA5-8SP6,1.87052
RNA5-8SP7,0
RNA5S1,10.8924
RNA5S10,10.8924
RNA5S11,10.8924
RNA5S12,10.8924
RNA5S13,10.8924
RNA5S14,10.8924
RNA5S15,10.8924
RNA5S16,10.8924
RNA5S17,10.8924
RNA5S2,10.8924
RNA5S3,10.8924
RNA5S4,10.8924
RNA5S5,10.8924
RNA5S6,10.8924
RNA5S7,10.8924
RNA5S8,10.8924
RNA5S9,1.09062
RNA5SP100,0
RNA5SP101,0
RNA5SP102,0
RNA5SP103,0
RNA5SP104,0
RNA5SP105,0
RNA5SP106,0
RNA5SP107,11.1254
RNA5SP108,5.25254
RNA5SP109,0
RNA5SP110,0
RNA5SP111,0
RNA5SP112,0
RNA5SP113,0
RNA5SP114,0
RNA5SP115,0
RNA5SP116,0
RNA5SP117,0
RNA5SP118,0
RNA5SP119,0
RNA5SP120,0
RNA5SP121,0.989589
RNA5SP122,0
RNA5SP123,5.12751
RNA5SP124,0
RNA5SP125,0
RNA5SP126,1.07546
RNA5SP127,0
RNA5SP128,0
RNA5SP129,0
RNA5SP130,1.06766
RNA5SP131,0
RNA5SP132,3.10532
RNA5SP133,0
RNA5SP134,0
RNA5SP135,0
RNA5SP136,0
RNA5SP137,0
RNA5SP138,0
RNA5SP139,4.20203
RNA5SP140,0
RNA5SP141,0
RNA5SP142,0
RNA5SP143,0
RNA5SP144,0
RNA5SP145,0
RNA5SP146,2.0091
RNA5SP147,0
RNA5SP148,0
RNA5SP149,0
RNA5SP150,0
RNA5SP151,0
RNA5SP152,0
RNA5SP153,0
RNA5SP154,0
RNA5SP155,1.85023
RNA5SP156,0
RNA5SP157,0
RNA5SP158,0
RNA5SP159,0
RNA5SP160,0
RNA5SP161,0
RNA5SP162,0
RNA5SP163,0
RNA5SP164,0
RNA5SP165,0
RNA5SP166,0
RNA5SP167,0
RNA5SP168,0
RNA5SP169,0
RNA5SP170,0
RNA5SP171,0
RNA5SP172,1.03511
RNA5SP173,0
RNA5SP174,0
RNA5SP175,0
RNA5SP176,0
RNA5SP177,0
RNA5SP178,0
RNA5SP179,0
RNA5SP18,0
RNA5SP180,1.97918
RNA5SP181,0
RNA5SP182,0
RNA5SP183,0
RNA5SP184,0
RNA5SP185,0
RNA5SP186,0
RNA5SP187,42.0455
RNA5SP188,2.77535
RNA5SP189,0
RNA5SP19,0
RNA5SP190,0
RNA5SP191,0
RNA5SP192,0
RNA5SP193,0
RNA5SP194,1.07204
RNA5SP195,5.25254
RNA5SP196,0
RNA5SP197,1.0255
RNA5SP198,0
RNA5SP199,0
RNA5SP20,0
RNA5SP200,0
RNA5SP201,0
RNA5SP202,0
RNA5SP203,4.17651
RNA5SP204,0
RNA5SP205,0
RNA5SP206,0
RNA5SP207,0
RNA5SP208,0
RNA5SP209,0
RNA5SP21,0
RNA5SP210,1.0285
RNA5SP211,0
RNA5SP212,0
RNA5SP213,0
RNA5SP214,0
RNA5SP215,0
RNA5SP216,0
RNA5SP217,6.78452
RNA5SP218,0
RNA5SP219,8.57633
RNA5SP22,0
RNA5SP220,0
RNA5SP221,5.21778
RNA5SP222,0
RNA5SP223,0
RNA5SP224,0
RNA5SP225,0
RNA5SP226,0
RNA5SP227,0
RNA5SP228,0
RNA5SP229,0
RNA5SP23,0
RNA5SP230,0
RNA5SP231,0
RNA5SP232,0
RNA5SP233,0
RNA5SP234,0
RNA5SP235,0
RNA5SP236,0
RNA5SP237,0
RNA5SP238,0
RNA5SP239,0
RNA5SP24,0
RNA5SP240,0
RNA5SP241,0
RNA5SP242,0
RNA5SP243,0
RNA5SP244,0
RNA5SP245,0
RNA5SP246,0
RNA5SP247,0
RNA5SP248,0
RNA5SP249,0.944168
RNA5SP25,0
RNA5SP250,0
RNA5SP251,5.71785
RNA5SP252,0
RNA5SP253,0
RNA5SP254,0
RNA5SP255,0
RNA5SP256,0
RNA5SP257,0
RNA5SP258,0
RNA5SP259,0
RNA5SP26,0
RNA5SP260,2.19318
RNA5SP261,1.05815
RNA5SP262,0
RNA5SP263,1.41183
RNA5SP264,0
RNA5SP265,0
RNA5SP266,0
RNA5SP267,0
RNA5SP268,4.97977
RNA5SP269,0
RNA5SP27,0
RNA5SP270,0
RNA5SP271,0
RNA5SP272,0
RNA5SP273,0
RNA5SP274,0
RNA5SP275,0
RNA5SP276,0
RNA5SP277,0
RNA5SP278,0
RNA5SP279,0
RNA5SP28,0
RNA5SP280,0
RNA5SP281,8.5216
RNA5SP282,0
RNA5SP283,25.9537
RNA5SP284,1.40219
RNA5SP285,0
RNA5SP286,0
RNA5SP287,0
RNA5SP288,0
RNA5SP289,0
RNA5SP29,0
RNA5SP290,8.58896
RNA5SP291,0
RNA5SP292,0
RNA5SP293,0
RNA5SP294,0
RNA5SP295,1.02249
RNA5SP296,0
RNA5SP297,2.14408
RNA5SP298,17.0167
RNA5SP299,0
RNA5SP30,0
RNA5SP300,0
RNA5SP301,0
RNA5SP302,0
RNA5SP303,0
RNA5SP304,0
RNA5SP305,2.051
RNA5SP306,0
RNA5SP307,1.05656
RNA5SP308,0
RNA5SP309,0
RNA5SP31,0
RNA5SP310,6.62752
RNA5SP311,8.8367
RNA5SP312,3.16968
RNA5SP315,3.16968
RNA5SP317,8.8367
RNA5SP318,0
RNA5SP319,0
RNA5SP320,2.98786
RNA5SP321,0
RNA5SP322,0
RNA5SP323,16.639
RNA5SP324,4.31957
RNA5SP325,0
RNA5SP326,0
RNA5SP327,0
RNA5SP328,0
RNA5SP329,0
RNA5SP33,1.8231
RNA5SP330,0
RNA5SP331,0
RNA5SP332,0
RNA5SP333,0.517553
RNA5SP334,0.517553
RNA5SP335,1.08656
RNA5SP336,0
RNA5SP337,0
RNA5SP338,0.600356
RNA5SP339,0
RNA5SP34,0
RNA5SP340,0
RNA5SP341,2.10101
RNA5SP342,0
RNA5SP343,0
RNA5SP344,0
RNA5SP345,3.23968
RNA5SP346,0
RNA5SP347,0
RNA5SP349,0
RNA5SP35,0
RNA5SP350,0
RNA5SP351,0
RNA5SP352,0
RNA5SP353,0
RNA5SP354,0
RNA5SP355,0.85216
RNA5SP356,0
RNA5SP357,0
RNA5SP358,0
RNA5SP359,0
RNA5SP36,0
RNA5SP360,0
RNA5SP361,2.07021
RNA5SP362,0
RNA5SP363,0
RNA5SP364,1.1103
RNA5SP365,0
RNA5SP366,0
RNA5SP367,0
RNA5SP368,0
RNA5SP369,0
RNA5SP37,6.40187
RNA5SP370,0
RNA5SP371,0
RNA5SP372,1.06004
RNA5SP373,3.42128
RNA5SP374,0
RNA5SP375,0
RNA5SP376,0
RNA5SP377,0
RNA5SP378,0
RNA5SP379,0
RNA5SP38,0
RNA5SP380,0
RNA5SP382,0
RNA5SP383,22.6271
RNA5SP384,0
RNA5SP385,0
RNA5SP386,0
RNA5SP387,0
RNA5SP388,0
RNA5SP389,0
RNA5SP39,3.08551
RNA5SP390,0
RNA5SP391,0
RNA5SP392,0
RNA5SP393,1.05051
RNA5SP394,0
RNA5SP395,4.14043
RNA5SP396,0
RNA5SP397,0
RNA5SP399,0
RNA5SP40,0
RNA5SP400,0
RNA5SP401,0
RNA5SP402,1.08656
RNA5SP403,0
RNA5SP404,0
RNA5SP405,0
RNA5SP406,0
RNA5SP407,0
RNA5SP408,0
RNA5SP409,0
RNA5SP41,0
RNA5SP410,0
RNA5SP411,0
RNA5SP412,0
RNA5SP413,0
RNA5SP414,0
RNA5SP415,1.06004
RNA5SP416,0
RNA5SP417,0
RNA5SP418,1.05051
RNA5SP419,0
RNA5SP42,0
RNA5SP420,0
RNA5SP421,0
RNA5SP422,0
RNA5SP423,0
RNA5SP425,0
RNA5SP426,0
RNA5SP427,0
RNA5SP428,7.71744
RNA5SP429,0
RNA5SP43,0
RNA5SP430,0
RNA5SP431,0
RNA5SP432,0
RNA5SP433,0
RNA5SP434,1.02249
RNA5SP435,3.58201
RNA5SP436,0
RNA5SP437,0
RNA5SP438,0
RNA5SP439,0
RNA5SP44,0
RNA5SP440,0
RNA5SP441,0
RNA5SP442,0
RNA5SP443,0
RNA5SP444,0
RNA5SP445,0
RNA5SP446,0
RNA5SP447,0
RNA5SP448,0
RNA5SP449,0
RNA5SP45,0
RNA5SP450,4.10733
RNA5SP451,2.17312
RNA5SP452,0
RNA5SP453,0
RNA5SP454,0
RNA5SP455,2.051
RNA5SP456,0
RNA5SP457,0
RNA5SP458,0
RNA5SP459,0
RNA5SP46,2.05701
RNA5SP460,0
RNA5SP461,0
RNA5SP462,0
RNA5SP463,0
RNA5SP464,4.31957
RNA5SP465,1.07546
RNA5SP466,0
RNA5SP467,0
RNA5SP468,0
RNA5SP469,0
RNA5SP47,0
RNA5SP470,0
RNA5SP471,0
RNA5SP472,0
RNA5SP473,6.97746
RNA5SP474,2.13862
RNA5SP475,0
RNA5SP476,0
RNA5SP477,0
RNA5SP478,0
RNA5SP479,2.10101
RNA5SP48,0
RNA5SP480,0
RNA5SP481,0
RNA5SP482,0
RNA5SP483,0
RNA5SP484,0
RNA5SP485,0
RNA5SP486,0
RNA5SP487,0
RNA5SP488,0
RNA5SP489,0
RNA5SP49,0
RNA5SP490,0
RNA5SP491,0
RNA5SP492,0
RNA5SP493,5.27685
RNA5SP494,1.85023
RNA5SP495,0
RNA5SP496,4.30186
RNA5SP497,0
RNA5SP498,0
RNA5SP499,0
RNA5SP50,0
RNA5SP500,0
RNA5SP501,0
RNA5SP502,0
RNA5SP503,0
RNA5SP504,0
RNA5SP505,0
RNA5SP506,0
RNA5SP507,0
RNA5SP508,0
RNA5SP509,0
RNA5SP51,0
RNA5SP510,0
RNA5SP511,0
RNA5SP512,0
RNA5SP513,0
RNA5SP514,0
RNA5SP515,0
RNA5SP516,0
RNA5SP517,1.05051
RNA5SP518,0
RNA5SP519,0
RNA5SP52,0
RNA5SP520,0
RNA5SP521,0
RNA5SP522,0
RNA5SP523,0
RNA5SP524,0
RNA5SP525,0
RNA5SP526,0
RNA5SP527,13.1583
RNA5SP528,0
RNA5SP529,0
RNA5SP53,0
RNA5SP530,2.41907
RNA5SP531,0
RNA5SP532,3.0765
RNA5SP533,0
RNA5SP534,0
RNA5SP535,0
RNA5SP536,0
RNA5SP54,0
RNA5SP55,0
RNA5SP56,2.07021
RNA5SP57,0
RNA5SP59,0
RNA5SP60,0
RNA5SP61,0
