,tpm
AL512306.1,0.100861
AL512306.2,0.2548
AL512306.3,0.033348
AL512310.1,1.35878
AL512310.10,0.163145
AL512310.11,2.175085
AL512310.2,0
AL512310.3,0
AL512310.4,0.143167
AL512310.5,0
AL512310.6,0
AL512310.7,0.135876
AL512310.8,0
AL512310.9,0.0434886
AL512324.1,0
AL512324.2,0
AL512324.3,0
AL512324.4,0
AL512326.1,0
AL512326.2,0
AL512326.3,0
AL512328.1,0.0680416
AL512329.1,0.0238559
AL512329.2,0.181894
AL512330.1,0
AL512343.1,0
AL512343.2,1.02339
AL512347.1,0
AL512353.1,5.251278
AL512353.2,0.0189028
AL512353.3,0
AL512356.1,0.0366398
AL512356.2,0
AL512356.3,0
AL512357.1,0
AL512360.1,0
AL512361.1,0.0696126
AL512363.1,0
AL512366.1,0
AL512378.1,0.0539724
AL512380.1,0.0611984
AL512380.2,0.0210497
AL512383.1,0
AL512408.1,0.50881
AL512413.1,0
AL512422.1,0.31576
AL512427.1,0
AL512428.1,0
AL512430.1,0
AL512430.2,0
AL512430.3,0.0636728
AL512430.4,0
AL512444.1,0.111198
AL512504.1,0.0842357
AL512504.2,0
AL512506.1,0.247291
AL512506.2,0
AL512506.3,0.0875821
AL512590.1,0
AL512590.2,0
AL512593.1,0.0280266
AL512594.1,0
AL512598.1,2.16468
AL512598.2,0
AL512599.1,0.0332166
AL512604.1,0.175844
AL512604.2,0.0447015
AL512604.3,0.450138
AL512605.1,0.0376175
AL512605.2,0
AL512622.1,0.00053951
AL512624.1,0.15815
AL512624.2,0.0115989
AL512625.1,0.378198
AL512625.2,3.20038
AL512625.3,0.1637977
AL512631.1,0.149615
AL512631.2,0.0226138
AL512633.1,0.107254
AL512634.1,0
AL512635.1,0
AL512637.1,0
AL512637.2,0
AL512638.1,0
AL512638.2,0
AL512641.1,0
AL512643.1,0
AL512646.1,0.527549
AL512649.1,0
AL512649.2,0
AL512652.1,1.14858
AL512652.2,0
AL512656.1,0.752763
AL512658.1,0
AL512658.2,0
AL512661.1,0
AL512662.1,0
AL512770.1,2.1916
AL512782.1,0
AL512785.1,0.223486
AL512785.2,0.0463485
AL512791.1,4.08106
AL512791.2,0.368776
AL512844.1,0.0105999
AL512844.2,1.01834
AL512882.1,0
AL513008.1,0
AL513013.1,0
AL513043.1,0
AL513122.1,0.0655763
AL513122.2,0
AL513123.1,0
AL513124.1,0
AL513128.1,0
AL513128.2,0
AL513164.1,0
AL513165.1,17.1861
AL513165.2,0
AL513174.1,0
AL513175.1,0
AL513175.2,0
AL513185.1,0
AL513185.2,0
AL513185.3,0
AL513188.1,0
AL513190.1,0.10986
AL513210.1,0
AL513210.2,0
AL513217.1,0
AL513218.1,1.35446
AL513220.1,0
AL513283.1,4.644162
AL513285.1,1.38595
AL513302.1,0.334233
AL513303.1,0.529851
AL513303.2,0
AL513304.1,0.0907459
AL513314.1,0
AL513314.2,13.870348
AL513318.1,0
AL513318.2,0.0193203
AL513320.1,10.048
AL513321.1,0
AL513321.2,0.1461491
AL513323.1,0.0571169
AL513324.1,0
AL513325.1,0.0197293
AL513327.1,4.289743
AL513327.2,0.269314
AL513327.3,2.94078
AL513328.1,0
AL513329.1,0.433994
AL513331.1,0.379804
AL513343.1,0
AL513348.1,3.19061
AL513365.1,0.424169
AL513365.2,1.00635
AL513366.1,0.0944944
AL513412.1,0.0897369
AL513422.1,0
AL513423.1,0
AL513475.1,0
AL513475.2,0.156475
AL513477.1,0.0529366
AL513477.2,0.474917
AL513478.1,0.114235
AL513478.2,2.17434
AL513478.3,0
AL513478.4,0
AL513479.1,0.0826951
AL513480.1,0
AL513485.1,0
AL513493.1,0
AL513497.1,0
AL513523.1,0.0372673
AL513523.2,0.053042
AL513523.3,0.0727857
AL513523.4,0.106933
AL513523.5,0.0372673
AL513523.6,0.0181048
AL513523.7,0.106933
AL513523.8,0.0727857
AL513523.9,7.42993e-10
AL513533.1,0.0704054
AL513534.1,0.0984642
AL513534.2,0
AL513542.1,0
AL513548.1,0.81406
AL513548.2,0.0982573
AL513548.3,0.1664245
AL513548.4,0
AL513550.1,4.40386
AL583722.1,0
AL583722.2,3.36797
AL583722.3,1.26222
AL583722.4,0.0313048
AL583785.1,0
AL583803.1,0
AL583804.1,0.0799596
AL583805.1,0.190814
AL583805.2,0.178882
AL583808.1,0
AL583808.2,0
AL583808.3,0
AL583810.1,0.132971
AL583810.2,0.0109818
AL583810.3,0
AL583824.1,0.033348
AL583827.1,0
AL583832.1,0.889458
AL583834.1,0.0987584
AL583835.1,0
AL583835.2,0
AL583836.1,0.0114344
AL583839.1,0.109098
AL583843.1,0.0971462
AL583844.1,0
AL583852.1,0
AL583854.1,0
AL583856.1,0.0366095
AL583856.2,0.691426
AL583859.1,0.20639
AL583859.2,0.1171923
AL583859.3,0
AL589182.1,3.94565
AL589182.2,2.59552
AL589642.1,0
AL589642.2,2.92543
AL589647.1,0
AL589655.1,0
AL589666.1,2.34993
AL589666.2,0
AL589669.1,0.520323
AL589674.1,0.205425
AL589678.1,0
AL589684.1,0
AL589702.1,0
AL589739.1,0
AL589740.1,0.6276486
AL589743.1,0.638627
AL589743.2,0.122339
AL589743.3,0
AL589743.4,10.1054
AL589743.5,5.88639
AL589743.6,0
AL589743.7,0
AL589745.1,0
AL589745.2,0
AL589763.1,0
AL589765.1,0.0797518
AL589765.2,0
AL589765.3,0
AL589765.4,0.0820165
AL589765.5,0
AL589765.6,0.181405
AL589765.7,0
AL589794.1,0
AL589823.1,0
AL589826.1,0.188137
AL589826.2,0.062019
AL589843.1,0
AL589843.2,0
AL589863.1,0
AL589872.1,0
AL589880.1,0
AL589923.1,0
AL589935.1,0.880831
AL589935.2,0.0691731
AL589946.1,0
AL589986.1,0
AL589986.2,0
AL589987.1,0
AL589987.2,0
AL589990.1,0.0485904
AL589993.1,0.021556
AL589994.1,0
AL589994.2,0
AL590002.1,0
AL590004.1,0
AL590004.2,0
AL590004.3,0.0194192
AL590006.1,0.0147289
AL590006.2,0.0147289
AL590032.1,0.183404
AL590065.1,0.385346
AL590068.1,0.370788
AL590068.2,0
AL590068.3,0
AL590079.1,0.0284448
AL590084.1,0
AL590084.2,0
AL590084.3,0
AL590093.1,0.114535
AL590094.1,4.9372234
AL590095.1,0
AL590095.2,0
AL590096.1,0.144138
AL590099.1,0
AL590103.1,0
AL590128.1,0
AL590132.1,0
AL590133.1,0.43389
AL590133.2,0.132553
AL590135.1,0.58402
AL590139.1,0.452022
AL590143.1,0
AL590227.1,0
AL590229.1,0
AL590233.1,0.180945
AL590235.1,1.935089
AL590240.1,0
AL590240.2,0.321024
AL590240.3,0
AL590240.4,0
AL590282.1,0.158302
AL590282.2,0
AL590286.1,0
AL590286.2,0
AL590290.1,0
AL590302.1,0
AL590302.2,0.0178498
AL590326.1,0
AL590365.1,0
AL590369.1,1.06768
AL590378.1,1.00042
AL590381.1,0
AL590383.1,0
AL590385.1,0.590619
AL590385.2,0
AL590392.1,0
AL590396.1,0.051419
AL590396.2,0
AL590396.3,0
AL590396.4,0
AL590399.1,2.026777
AL590399.2,0.120354
AL590399.3,0.512729
AL590399.4,0.598535
AL590399.5,0.0318771
AL590399.6,0
AL590408.1,0
AL590410.1,0
AL590422.1,0
AL590426.1,0.057679
AL590426.2,0.0559284
AL590428.1,0.00958307
AL590432.1,0
AL590434.1,0
AL590438.1,0
AL590440.1,0
AL590440.2,0
AL590483.1,2.19869
AL590483.2,0
AL590483.3,0
AL590490.1,0.384606
AL590491.1,0.0189849
AL590491.2,0.203534
AL590491.3,0
AL590502.1,0
AL590552.1,0
AL590556.1,0.110226
AL590556.2,0
AL590556.3,0
AL590559.1,0
AL590560.1,0.0608033
AL590560.2,0
AL590609.1,0
AL590609.2,0
AL590609.3,0.552019
AL590617.1,0
AL590623.1,1.36412
AL590627.1,2.105622
AL590627.2,0
AL590632.1,0.0855216
AL590635.1,0.0824928
AL590639.1,0
AL590640.1,0.203419
AL590640.2,0.0481955
AL590644.1,0.0505991
AL590644.2,0.0505991
AL590644.3,0.0240733
AL590644.4,0.0240733
AL590648.1,0.0594737
AL590648.2,0
AL590648.3,1.024
AL590652.1,0
AL590664.1,0
AL590666.1,0.852494
AL590666.2,9.08904
AL590666.3,0.105028
AL590666.4,0
AL590677.1,0
AL590682.1,1.38126
AL590683.1,0.316036
AL590704.1,0
AL590705.1,1.920973
AL590705.2,0
AL590705.3,0.264458
AL590714.1,0.0918626
AL590723.1,0.606635
AL590727.1,0
AL590729.1,1.27804
AL590730.1,0
AL590762.1,0.4619
AL590762.2,0.0440817
AL590762.3,0.0364856
AL590762.4,1.449
AL590763.1,0
AL590764.1,1.86948
AL590764.2,0
AL590783.1,0
AL590787.1,0.0444646
AL590808.1,0
AL590814.1,0
AL590822.1,0
AL590822.2,0.158455
AL590824.1,0
AL590867.1,9.20468
AL590867.2,2.96431
AL590867.3,0
AL590989.1,0
AL590999.1,0.011727
AL591030.1,0.771453
AL591034.1,0
AL591034.2,0.0332166
AL591043.1,0
AL591074.1,0
AL591122.1,0
AL591135.1,0.0224206
AL591163.1,0
AL591167.1,0.0603149
AL591178.1,0.78942
AL591178.2,0.20287
AL591212.1,0.0385232
AL591212.2,0
AL591222.1,0.00919713
AL591222.2,0.0292417
AL591222.3,0
AL591242.1,0
AL591368.1,0.235817
AL591379.1,0.2788639
AL591379.2,0
AL591416.1,0
AL591419.1,0
AL591424.1,0
AL591424.2,0
AL591424.3,0
AL591428.1,0
AL591438.1,0.418856
AL591438.2,0.67108
AL591441.1,0.0108729
AL591441.2,0.188488
AL591463.1,0
AL591468.1,0
AL591471.1,0
AL591473.1,0.117278
AL591479.1,0.424019
AL591485.1,0.1430571
AL591499.1,0.808524
AL591501.1,0
AL591503.1,0.123461
AL591503.2,0
AL591503.3,0
AL591504.1,0
AL591516.1,0.153377
AL591518.1,0
AL591543.1,0
AL591623.1,0.519404
AL591623.2,1.21346
AL591643.1,0.128418
AL591644.1,0
AL591684.1,0
AL591684.2,1.372948
AL591684.3,0
AL591686.1,0.231277
AL591686.2,0.565076
AL591719.1,0
AL591719.2,0
AL591721.1,0
AL591742.1,0.04348
AL591742.2,0.0126037
AL591767.1,0.198027
AL591767.2,0
AL591767.3,0.971133
AL591770.1,0.0885248
AL591806.1,0
AL591806.2,0
AL591806.3,2.453903
AL591845.1,1.09842
AL591846.1,2.6017
AL591846.2,0.364857
AL591848.1,0.444373
AL591848.2,0.0488863
AL591848.3,0.12895
AL591848.4,0.454455
AL591866.1,0.746509
AL591885.1,0
AL591888.1,0
AL591893.1,0
AL591895.1,6.91941
AL591896.1,0
AL591926.1,0.76635
AL591926.2,5.9135
AL591926.3,8.35561
AL591926.4,0.830879
AL591926.5,0
AL591926.6,1.66213
AL591926.7,1.07015
AL591926.8,1.69935
AL591926.9,1.26362
AL592043.1,0.195945
AL592043.2,0
AL592045.1,0.188153
AL592049.1,0
AL592071.1,0.217432
AL592076.1,0
AL592078.1,0.253069
AL592114.1,0.16915
AL592114.2,0
AL592114.3,0
AL592146.1,0
AL592148.1,0.25089
AL592148.2,0.189455
AL592148.3,0.472609
AL592156.1,0
AL592158.1,0
AL592161.1,0
AL592164.1,0.0187491
AL592164.2,0
AL592166.1,0.993733
AL592182.1,0
AL592182.2,0
AL592182.3,0
AL592183.1,54.1411
AL592211.1,2.09079
AL592221.1,0
AL592227.1,0
AL592287.1,0.0179354
AL592291.1,0
AL592293.1,0
AL592293.2,0.0419162
AL592295.1,0.290503
AL592295.2,0
AL592295.3,0.0762238
AL592295.4,0.59788
AL592301.1,0.147342
AL592309.1,0
AL592309.2,0
AL592310.1,0
AL592402.1,0
AL592424.1,0.0372317
AL592429.1,0
AL592429.2,0.21039
AL592430.1,0.2018744
AL592430.2,0
AL592431.1,0.343453
AL592431.2,2.75483
AL592435.1,1.44156
AL592436.1,0
AL592437.1,0.214257
AL592437.2,0.0299097
AL592447.1,0
AL592463.1,0.188753
AL592464.1,0
AL592464.2,0
AL592466.1,0.853583
AL592486.1,0
AL592490.1,0
AL592494.1,0.361062
AL592494.2,0.0123019
AL592494.3,0
AL592504.1,0
AL592528.1,0.0153814
AL592546.1,0.0655295
AL593848.1,0
AL593848.2,12.0942
AL593851.1,0
AL593856.1,0
AL596028.1,0
AL596087.1,0
AL596087.2,2.25211
AL596092.1,0
AL596094.1,5.0853
AL596188.1,0
AL596202.1,1.50671
AL596211.1,0
AL596218.1,0.0350321
AL596220.1,0.42092
AL596223.1,0.019364
AL596223.2,0
AL596244.1,0.313664
AL596245.1,0.178741
AL596247.1,0.320007
AL596257.1,0
AL596266.1,0
AL596268.1,0
AL596275.1,0.145296
AL596275.2,0
AL596276.1,0
AL596276.2,0
AL596325.1,0.0186391
AL596325.2,2.03142
AL596327.1,0
AL596330.1,0.0255622
AL596442.1,0
AL596442.2,0
AL596448.1,0
AL596451.1,1.466
AL603650.1,1.83674
AL603750.1,0
AL603755.1,0.519811
AL603756.1,1.74117
AL603758.1,0
AL603766.1,0.0348043
AL603825.1,0
AL603832.1,0.813979
AL603832.2,0
AL603832.3,0.345981
AL603839.1,0.0916263
AL603839.2,0.515459
AL603839.3,0.490257
AL603839.4,0
AL603840.1,2.9536027
AL603841.1,0
AL603865.1,0
AL603865.2,0
AL603882.1,0.134072
AL603908.1,0
AL603910.1,0.109318
AL603910.2,0
AL603914.1,0
AL603962.1,0.213433
AL604028.1,1.85109
AL604028.2,1.13225
AL606462.1,0.0613869
AL606468.1,0.367585
AL606469.1,0.0471896
AL606489.1,1.09111
AL606489.2,0.647638
AL606490.1,0
AL606490.2,0.0438859
AL606490.3,0.206961
AL606490.4,0
AL606490.5,0
AL606490.6,0
AL606490.7,0
AL606490.8,1.01764
AL606490.9,0
AL606491.1,0.440541
AL606495.1,0
AL606495.2,0
AL606516.1,0.0803112
AL606517.1,0
AL606517.2,0
AL606519.1,0.251165
AL606530.1,0
AL606534.1,2.8654
AL606534.2,0
AL606534.3,0
AL606534.4,0.148786
AL606534.5,0
AL606534.6,0
AL606537.1,0
AL606662.1,0
AL606748.1,0
AL606752.1,0
AL606753.1,0
AL606760.1,0.180804
AL606760.2,0.353501
AL606760.3,0.576383
AL606760.4,0
AL606763.1,2.403702
AL606804.1,0
AL606834.1,3.67733
AL606834.2,5.97251
AL606845.1,0
AL606923.1,0
AL606970.1,0
AL606970.2,0
AL606970.3,0.198592
AL606970.4,0
AL607023.1,0
AL607028.1,0
AL607033.1,0
AL607077.1,0
AL611929.1,0
AL626787.1,0.452622
AL627082.1,0
AL627082.2,0
AL627095.1,0
AL627171.1,0.260848
AL627171.2,0.908201
AL627223.1,0
AL627224.1,0
AL627230.1,4.16364
AL627230.2,4.8474
AL627230.3,0
AL627230.4,98.1946
AL627230.5,0
AL627230.6,0.146604
AL627230.7,5.88376
AL627230.8,0.320302
AL627231.1,0
AL627308.1,0
AL627308.2,0
AL627309.1,1.23483
AL627309.2,0
AL627309.3,0.50804
AL627309.4,0.338006
AL627309.5,13.0927
AL627309.6,1.86302
AL627309.7,4.13017
AL627311.1,1.06004
AL627313.1,0
AL627313.2,0
AL627389.1,0
AL627390.1,0
AL627402.1,0.0919435
AL627422.1,0
AL627422.2,0
AL627443.1,0
AL645465.1,0
AL645474.1,0.106703
AL645504.1,0
AL645568.1,0.7787
AL645568.2,0.0145403
AL645568.3,0
AL645608.1,0.629978
AL645608.2,0.14904
AL645608.3,0.602322
AL645608.4,0.686571
AL645608.5,0
AL645608.6,0.567438
AL645608.7,0
AL645608.8,4.71658
AL645634.1,0
AL645634.2,0.0715837
AL645638.1,0
AL645728.1,0.559128
AL645728.2,0
AL645730.1,0
AL645733.1,0
AL645820.1,0
AL645922.1,0
AL645924.1,0.247839
AL645924.2,1.45016
AL645927.1,0
AL645929.1,0.0496615
AL645929.2,0
AL645933.1,0.328178
AL645933.2,3.3735
AL645935.1,0
AL645935.2,0.203188
AL645937.1,0
AL645937.2,0
AL645937.3,0
AL645937.4,0
AL645939.1,0
AL645939.2,0.839994
AL645939.3,0.85216
AL645939.4,0.795572
AL645939.5,0
AL645940.1,0.60687
AL645941.1,5.51638
AL645941.2,0.0175036
AL645941.3,0
AL645944.1,0
AL645944.2,0
AL645949.1,0.802107
AL645949.2,0
AL645998.1,0.488301
AL646090.1,0.0535208
AL646090.2,0
AL662789.1,0.188419
AL662791.1,0
AL662791.2,0
AL662795.1,0
AL662795.2,0
AL662797.1,7.14264
AL662814.1,0
AL662820.1,0
AL662831.1,0
AL662833.1,0
AL662833.2,0.0578885
AL662834.1,0
AL662842.1,0
AL662844.1,0
AL662844.2,0
AL662844.3,0.116553
AL662844.4,1.56284
AL662845.1,0.484223
AL662848.1,0.00730293
AL662849.1,0
AL662852.1,0
AL662852.2,0
AL662852.3,0
AL662857.1,0
AL662857.2,0
AL662857.3,0
AL662860.1,0
AL662864.1,0
AL662865.1,0
AL662869.1,0
AL662874.1,0
AL662884.1,0
AL662884.2,0
AL662884.3,0.466435
AL662884.4,0.0216253
AL662889.1,0
AL662890.1,0.00806967
AL662899.1,0.309695
AL662899.2,1.022033766
AL662907.1,0
AL662907.2,0
AL662907.3,0
AL663023.1,0
AL663058.1,0
AL663061.1,0
AL663070.1,1.84041
AL663074.1,0.128372
AL663074.2,0
AL663093.1,0
AL663109.1,0
AL669813.1,0.839994
AL669813.2,0
AL669818.1,0
AL669831.1,10.4555
AL669831.2,0.20362
AL669831.3,0.5501867
AL669831.4,2.70617
AL669831.5,19.9619401
AL669831.6,0
AL669831.7,0
AL669841.1,0.0442793
AL669854.1,0
AL669918.1,1.51067
AL669942.1,1.15042
AL669942.2,0
AL669970.1,0.061597
AL669970.2,0
AL669970.3,0
AL669978.1,0.00806967
AL669983.1,0
AL670379.1,0
AL670379.10,0
AL670379.11,0
AL670379.12,0
AL670379.2,0
AL670379.3,0
AL670379.4,0
AL670379.5,0
AL670379.6,0
AL670379.7,0
AL670379.8,0
AL670379.9,0
AL670729.1,1.57844
AL670729.2,0
AL670729.3,0.169975
AL670729.4,0
AL671277.1,0
AL671277.2,0
AL671309.1,0
AL671561.1,0
AL671561.2,0
AL671710.1,1.04902
AL671762.1,0
AL671862.1,0
AL671879.1,0
AL671883.1,0
AL671883.2,2.1663
AL671883.3,0
AL671986.1,0.260199
AL672032.1,0.294657
AL672043.1,0.0766433
AL672138.1,0
AL672142.1,0
AL672167.1,0
AL672207.1,0.0480575
AL672212.1,0.0749732
AL672277.1,0.410456
AL672291.1,0.0590619
AL683807.1,11.29305
AL683807.2,0.090947
AL683813.1,0.588374
AL683813.2,0
AL683826.1,0
AL683842.1,0
AL683887.1,2.65003
AL691403.1,0
AL691403.2,0.323176
AL691420.1,0.457816
AL691426.1,0.20317
AL691432.1,5.57694
AL691432.2,2.17493
AL691432.3,0
AL691442.1,0.735641
AL691447.1,0
AL691447.2,3.30639
AL691447.3,0
AL691449.1,0
AL691459.1,0
AL691477.1,4.59189
AL691482.1,0
AL691482.2,0
AL691482.3,0
AL691497.1,5.25528
AL691515.1,0.303469
AL691515.2,0
AL691517.1,0
AL691520.1,0
AL713851.1,0
AL713851.2,0
AL713852.1,0
AL713866.1,0.213579
AL713866.2,0
AL713922.1,0
AL713922.2,1.18958
AL713923.1,0
AL713965.1,0
AL713998.1,0.188972
AL713998.2,0
AL713999.1,0
AL714022.1,0
AL731532.1,0
AL731532.2,0
AL731533.1,0.0627114
AL731533.2,4.29111
AL731534.1,0
AL731537.1,1.24768
AL731537.2,0.065386
AL731544.1,0
AL731547.1,0
AL731555.1,0
AL731556.1,0
AL731556.2,0.0284522
AL731557.1,0
AL731559.1,0
AL731563.1,1.05438
AL731563.2,0.813438
AL731563.3,0.422266
AL731566.1,2.87179
AL731566.2,0.343453
AL731567.1,1.44702
AL731567.2,1.44702
AL731568.1,0.261311
AL731569.1,0.944603
AL731571.1,0.0675104
AL731574.1,1.99039
AL731575.1,0
AL731577.1,0.135476
AL731577.2,4.06912
AL731661.1,0.0368779
AL731661.2,4.4357e-06
AL731683.1,0
AL731683.2,0
AL731684.1,0.591766
AL731684.2,0
AL731733.1,0
AL731768.1,0.78503
AL731892.1,0
AL732292.1,0
AL732292.2,0.265315
AL732314.1,0.146405
AL732314.2,0.016633
AL732314.3,0.146405
AL732314.4,0.016633
AL732314.5,0.016633
AL732314.6,0.146405
AL732323.1,0
AL732372.1,0
AL732372.2,62.8622695
AL732372.3,8.08381
AL732414.1,0
AL732437.1,0
AL732618.1,0
AL772155.1,0
AL772155.2,0
AL772155.3,0
AL772161.1,0
AL772161.2,0
AL772202.1,0
AL772284.1,0
AL772284.2,0
AL772307.1,3.33338
AL772337.1,0.220826
AL772337.2,0
AL772337.3,0
AL772337.4,0
AL772363.1,4.01937
AL773524.1,0
AL773535.1,0
AL773543.1,0
AL773545.1,0
AL773545.2,0.342461
AL773545.3,6.99555
AL773545.4,0
AL773551.1,0
AL805909.1,0
AL805961.1,0
AL805961.2,0
AL807740.1,0
AL807742.1,0.9549177
AL807752.1,0.675695
AL807752.2,0
AL807752.3,3.02619
AL807752.4,0
AL807752.5,0.183669
AL807752.6,0.0794366
AL807752.7,0
AL807757.1,0
AL807757.2,0.0280266
AL807761.1,0
AL807761.2,0
AL807761.3,0
AL807761.4,0.0160612
AL807776.1,0
AL831711.1,0.690373
AL831737.1,0
AL831784.1,0
AL844170.1,0
AL844175.1,0
AL844539.1,0.00806967
AL844851.1,0.701176
AL844851.2,0.839994
AL844853.1,0
AL844853.2,0.000179356
AL844908.1,0.994731
AL844908.2,0.47579
AL845311.1,0
AL845321.1,0.096103
AL845331.1,0.0190781
AL845331.2,0
AL845331.3,0
AL845443.1,0
AL845443.2,0
AL845454.1,0
AL845454.2,0
AL845454.3,0
AL845458.1,0
AL845472.1,0.22609
AL845472.2,0
AL845552.1,3.60075
AL845552.2,0
AL928596.1,0
AL928654.1,0.8269445
AL928654.2,30.6032
AL928654.3,0.0495338
AL928654.4,0
AL928711.1,6.72153
AL928742.1,1.09136
AL928742.2,1.09136
AL928768.1,48.26
AL928921.1,0
AL928921.2,0
AL928970.1,3.49889
AL929236.1,0
AL929288.1,0
AL929288.2,0
AL929302.1,0
AL929325.1,0
AL929410.1,0
AL929410.2,0
AL929472.1,0.0676423
AL929472.2,0
AL929472.3,0
AL929472.4,0.0656571
AL929554.1,1.28023
AL929561.1,0
AL929561.2,0
AL929561.3,0
AL929561.4,0
AL929601.1,4.974476
AL929601.2,4.6517
AL929601.3,0.0126102
AL929601.4,0
AL935026.1,0
AL935042.1,0.484223
AL935156.1,0
AL935212.1,0.658725
AL935212.2,0.28489
AL935212.3,0
AL953862.1,0
AL953862.2,0
AL953897.1,0.212791
AL954642.1,0.140202
AL954650.1,0.140312
AL954705.1,1.28083
AL954722.1,0
ALAD,20.302953
ALAS1,49.438976
ALAS2,0.1052478
ALB,0.1635064
ALCAM,30.9527993
ALDH16A1,10.6014411
ALDH18A1,78.400752
ALDH1A1,0.05364557
ALDH1A2,0.39493272
ALDH1A3,0.0840639
ALDH1B1,33.97285
ALDH1L1,44.487607
ALDH1L1-AS1,0.323017
ALDH1L1-AS2,0.00785477
ALDH1L2,6.688241
ALDH2,1.324542
ALDH3A1,0
ALDH3A2,0.0512429
ALDH3B1,0.4352859
ALDH3B2,0.0439357
ALDH4A1,5.36225900013539
ALDH5A1,10.375993
ALDH6A1,11.2870047
ALDH7A1,13.7066434
ALDH7A1P1,0
ALDH7A1P2,0
ALDH7A1P3,0
ALDH7A1P4,0
ALDH8A1,2.411696
ALDH9A1,31.84505
ALDOA,1049.7965645
ALDOAP1,0.0374454
ALDOAP2,0.0187706
ALDOB,0.0138934
ALDOC,144.17896
ALG1,11.952173
ALG10,7.465928
ALG10B,8.358176
ALG11,10.66536
ALG12,11.371452
ALG13,25.7712096014343
ALG13-AS1,14.362
ALG14,5.582506
ALG1L,1.086752
ALG1L10P,0.076527
ALG1L11P,0
ALG1L12P,0
ALG1L13P,4.73988
ALG1L14P,0.0126812
ALG1L15P,0.0282999
ALG1L2,0.512773
ALG1L3P,0
ALG1L5P,0.0297872
ALG1L6P,0.562217
ALG1L7P,0.0592595
ALG1L8P,0
ALG1L9P,1.484822
ALG2,33.62138
ALG3,54.343637
ALG3P1,0
ALG5,36.140754
ALG6,16.00941
ALG8,43.4057221
ALG9,27.6789104
ALG9-IT1,0.166411
ALK,0.0106742
ALKAL1,0
ALKAL2,0.0695815
ALKBH1,10.685133
ALKBH2,22.970541
ALKBH3,32.637741722
ALKBH3-AS1,0.818475
ALKBH4,6.111879
ALKBH5,52.45564
ALKBH6,25.356461
ALKBH7,47.1861
ALKBH8,6.5351797
ALLC,0.03987
ALMS1,3.6743418
ALMS1-IT1,1.41059
ALMS1P1,0.0118439
ALOX12,2.274172
ALOX12-AS1,7.925922
ALOX12B,0.0923463
ALOX12P1,0.0160336
ALOX12P2,13.974652
ALOX15,0.159031
ALOX15B,0.0745376
ALOX15P1,3.666564
ALOX15P2,0
ALOX5,25.4788938
ALOX5AP,117.084964
ALOXE3,0.0469852
ALPG,0.0218445
ALPI,0
ALPK1,63.472983
ALPK2,7.8794408
ALPK3,0.1726024
ALPL,0
ALPP,0.0440623
ALS2,8.034856
ALS2CL,0.1383883
ALS2CR12,0.58030536
ALX1,0.558663
ALX3,0.0190536
ALX4,0.00605144
ALYREF,90.28058
AMACR,7.701891
AMBN,0.0379013218
AMBP,0.041965
AMBRA1,16.3969439021
AMD1,57.121895
AMD1P1,0
AMD1P2,0
AMD1P3,1.07455
AMD1P4,0.482127
AMDHD1,1.0342078
AMDHD2,12.2735043
AMELX,0.03013
AMELY,0
AMER1,4.59399
AMER2,0.06480795
AMER3,0.0667767
AMFR,44.1402738
AMH,1.5318718
AMHR2,0
AMIGO1,0.01643693
AMIGO2,0
AMIGO3,0.226151
AMMECR1,7.723816
AMMECR1-IT1,0.287276
AMMECR1L,11.662352
AMMECR1LP1,0.330306
AMN,0.2413133
AMN1,8.363376
AMOT,0.200751471479
AMOTL1,0.0559542000783829
AMOTL2,0.0608324
AMPD1,0
AMPD2,52.532552
AMPD3,10.6314679
AMPH,0.3975184
AMT,6.42703076052519
AMTN,0.0392297
AMY1A,0.0741353195422
AMY1B,0.0967501195422
AMY1C,0
AMY2A,0.0505423
AMY2B,9.325305
AMYH02020865.1,0.55875
AMYP1,0
AMZ1,0.978891
AMZ2,81.315472
AMZ2P1,7.383645
AMZ2P2,0.0383574
ANAPC1,52.134484
ANAPC10,23.1024516
ANAPC10P1,0
ANAPC11,51.9951709415
ANAPC13,39.948295
ANAPC15,34.0785773
ANAPC16,76.39584
ANAPC1P1,0.1857264
ANAPC2,47.360675
ANAPC4,27.16141
ANAPC5,133.4273972
ANAPC7,44.153426
ANG,1.310643
ANGEL1,15.577074
ANGEL2,34.995591
ANGPT1,0.05305480243
ANGPT2,0.2537087
ANGPT4,0.0796197
ANGPTL1,0.1185335
ANGPTL2,0.5791551
ANGPTL3,0.2043277
ANGPTL4,0.3160719
ANGPTL5,0.00769701
ANGPTL6,13.4906946
ANGPTL7,0
ANGPTL8,0.104151
ANHX,0
ANK1,0.323767603
ANK2,8.42364484
ANK3,1.54141116
ANKAR,1.7195606
ANKDD1A,4.424941
ANKDD1B,0.8938043
ANKEF1,0.09122034
ANKFN1,0.35772937206
ANKFY1,29.9756327
ANKH,28.202717
ANKHD1,80.4803677
ANKHD1-EIF4EBP3,7.729482
ANKIB1,30.5381364
ANKK1,0.0596527
ANKLE1,17.01687
ANKLE2,62.282378
ANKMY1,12.4135181
ANKMY2,0.0283665
ANKRA2,39.471854
ANKRD1,0.00984364
ANKRD10,728.661587
ANKRD10-IT1,50.5066
ANKRD11,66.1838198
ANKRD12,18.108087
ANKRD13A,50.470191
ANKRD13B,12.653943
